Agency_Name,Agency_Code,Program_Name,Program_Code,Tag,Data_File_Name,Data_File_Location,Status,Lat,Lon,Time_Zone,Vertical_Datum,Station_ID,Site_Description,Deployment,Deployment_Position,Vertical_Reference,Site_Mean_Depth,Bad_Data_Code,Email,Variable_ID,DataCategory,Sampling_Rate,Date_Format,Depth_Format,Variable_Name,QC_Code,X,Y,calc_SMD,mAHD
Cockburn Sound Management Council,CSMC,Cockburn Sound Marine Water Quality Monitoring,CSMC-WQ,CSMC-WQ,mafrl_CS10S_Dissolved_Oxygen_Bottom_1993_DATA.csv,data-warehouse/csv/csmc/csmwq-wq,Inactive,-32.255330528,115.742971151,GMT +8,mAHD,CS10S,Bulk Grain Terminal (CBH)(replaced CS10),Fixed,0.5m above Seabed,m above Seabed,14,NaN,,var00023,Water Quality (PhysChm),8529.2308,yyyy-mm-dd HH:MM:SS,Decimal,Dissolved Oxygen (mg/L),String,381592.999987917,6430568.99997018,12.0181,-12.0181
Cockburn Sound Management Council,CSMC,Cockburn Sound Marine Water Quality Monitoring,CSMC-WQ,CSMC-WQ,mafrl_CS11_Dissolved_Oxygen_Bottom_1985_DATA.csv,data-warehouse/csv/csmc/csmwq-wq,Inactive,-32.262401413,115.71417802,GMT +8,mAHD,CS11,Mangles Bay deep water basin,Fixed,0.5m above Seabed,m above Seabed,18,NaN,,var00023,Water Quality (PhysChm),10855.3846,yyyy-mm-dd HH:MM:SS,Decimal,Dissolved Oxygen (mg/L),String,378889.999982075,6429753.00000032,18.1561,-18.1561
Cockburn Sound Management Council,CSMC,Cockburn Sound Marine Water Quality Monitoring,CSMC-WQ,CSMC-WQ,mafrl_CS11S_Dissolved_Oxygen_Bottom_1993_DATA.csv,data-warehouse/csv/csmc/csmwq-wq,Inactive,-32.262401413,115.71417802,GMT +8,mAHD,CS11S,Mangles Bay deep water basin,Fixed,0.5m above Seabed,m above Seabed,18,NaN,,var00023,Water Quality (PhysChm),8529.2308,yyyy-mm-dd HH:MM:SS,Decimal,Dissolved Oxygen (mg/L),String,378889.999982075,6429753.00000032,18.1561,-18.1561
Cockburn Sound Management Council,CSMC,Cockburn Sound Marine Water Quality Monitoring,CSMC-WQ,CSMC-WQ,mafrl_CS12_Dissolved_Oxygen_Bottom_2007_DATA.csv,data-warehouse/csv/csmc/csmwq-wq,Inactive,-32.197797559,115.76587156,GMT +8,mAHD,CS12,Calista Channel WC Desalination Plant,Fixed,0.5m above Seabed,m above Seabed,10,NaN,,var00023,Water Quality (PhysChm),11520.0000,yyyy-mm-dd HH:MM:SS,Decimal,Dissolved Oxygen (mg/L),String,383677.000033435,6436972.00004823,10.4978,-10.4978
Cockburn Sound Management Council,CSMC,Cockburn Sound Marine Water Quality Monitoring,CSMC-WQ,CSMC-WQ,mafrl_CS13_Dissolved_Oxygen_Bottom_2009_DATA.csv,data-warehouse/csv/csmc/csmwq-wq,Inactive,-32.250808956,115.728321217,GMT +8,mAHD,CS13,Cockburn Sound southern deep water,Fixed,0.5m above Seabed,m above Seabed,20.4,NaN,,var00023,Water Quality (PhysChm),11424.0000,yyyy-mm-dd HH:MM:SS,Decimal,Dissolved Oxygen (mg/L),String,380206.999988273,6431053.99995873,19.1526,-19.1526
Western Australian Marine Science Institution,WAMSI,WAMSI Westport Marine Science Program,WWMSP5.1,WWMSP5.1-AWAC,20210516_CS2_RDI1000_16945_EPSG7844_Temperature_DATA.csv,data-warehouse/csv/wamsi/wwmsp5,Static,-32.184,115.6971,GMT +8,mAHD,CS2,CS2,Fixed,m below Surface,Water Surface,20,NaN,Charitha Pattiaratchi <chari.pattiaratchi@uwa.edu.au>,var00007,Water Quality (PhysChm),19.9873,yyyy-mm-dd HH:MM:SS,Decimal,Temperature (C),String,377175.917140001,6438425.08637352,21.6163,-21.6163
Western Australian Marine Science Institution,WAMSI,WAMSI Westport Marine Science Program,WWMSP5.1,WWMSP5.1-AWAC,20210610_CS3_RDI600_11265_EPSG7844_Temperature_DATA.csv,data-warehouse/csv/wamsi/wwmsp5,Static,-32.2522,115.729,GMT +8,mAHD,CS3,CS3,Fixed,m below Surface,Water Surface,20,NaN,Charitha Pattiaratchi <chari.pattiaratchi@uwa.edu.au>,var00007,Water Quality (PhysChm),5.0000,yyyy-mm-dd HH:MM:SS,Decimal,Temperature (C),String,380272.772148756,6430900.54792702,19.9949,-19.9949
Cockburn Sound Management Council,CSMC,Cockburn Sound Marine Water Quality Monitoring,CSMC-WQ,CSMC-WQ,mafrl_CS4_Dissolved_Oxygen_Bottom_1985_DATA.csv,data-warehouse/csv/csmc/csmwq-wq,Inactive,-32.154551146,115.693840605,GMT +8,mAHD,CS4,Cockburn Sound northern end deep,Fixed,0.5m above Seabed,m above Seabed,20.9,NaN,,var00023,Water Quality (PhysChm),10855.3846,yyyy-mm-dd HH:MM:SS,Decimal,Dissolved Oxygen (mg/L),String,376828.999973297,6441685.99998083,21.3088,-21.3088
Cockburn Sound Management Council,CSMC,Cockburn Sound Marine Water Quality Monitoring,CSMC-WQ,CSMC-WQ,mafrl_CS5_Dissolved_Oxygen_Bottom_1985_DATA.csv,data-warehouse/csv/csmc/csmwq-wq,Inactive,-32.152366474,115.720157614,GMT +8,mAHD,CS5,Cockburn Sound northern end deep,Fixed,0.5m above Seabed,m above Seabed,18.9,NaN,,var00023,Water Quality (PhysChm),10855.3846,yyyy-mm-dd HH:MM:SS,Decimal,Dissolved Oxygen (mg/L),String,379307.99998272,6441957.99997395,19.3144,-19.3144
Cockburn Sound Management Council,CSMC,Cockburn Sound Marine Water Quality Monitoring,CSMC-WQ,CSMC-WQ,mafrl_CS5S_Dissolved_Oxygen_Bottom_1993_DATA.csv,data-warehouse/csv/csmc/csmwq-wq,Inactive,-32.152366474,115.720157614,GMT +8,mAHD,CS5S,Cockburn Sound northern end deep,Fixed,0.5m above Seabed,m above Seabed,18.9,NaN,,var00023,Water Quality (PhysChm),8529.2308,yyyy-mm-dd HH:MM:SS,Decimal,Dissolved Oxygen (mg/L),String,379307.99998272,6441957.99997395,19.3144,-19.3144
Cockburn Sound Management Council,CSMC,Cockburn Sound Marine Water Quality Monitoring,CSMC-WQ,CSMC-WQ,mafrl_CS6_Dissolved_Oxygen_Bottom_1985_DATA.csv,data-warehouse/csv/csmc/csmwq-wq,Inactive,-32.146479719,115.756724048,GMT +8,mAHD,CS6,Changed position from 1997/98 now CS6A,Fixed,0.5m above Seabed,m above Seabed,10,NaN,,var00023,Water Quality (PhysChm),10855.3846,yyyy-mm-dd HH:MM:SS,Decimal,Dissolved Oxygen (mg/L),String,382749.000021473,6442650.99996744,10.8501,-10.8501
Cockburn Sound Management Council,CSMC,Cockburn Sound Marine Water Quality Monitoring,CSMC-WQ,CSMC-WQ,mafrl_CS6A_Dissolved_Oxygen_Bottom_1998_DATA.csv,data-warehouse/csv/csmc/csmwq-wq,Inactive,-32.146479719,115.756724048,GMT +8,mAHD,CS6A,Outside Northern Harbour,Fixed,0.5m above Seabed,m above Seabed,10.5,NaN,,var00023,Water Quality (PhysChm),11340.0000,yyyy-mm-dd HH:MM:SS,Decimal,Dissolved Oxygen (mg/L),String,382749.000021473,6442650.99996744,10.8501,-10.8501
Cockburn Sound Management Council,CSMC,Cockburn Sound Marine Water Quality Monitoring,CSMC-WQ,CSMC-WQ,mafrl_CS6S_Dissolved_Oxygen_Bottom_1993_DATA.csv,data-warehouse/csv/csmc/csmwq-wq,Inactive,-32.146479719,115.756724048,GMT +8,mAHD,CS6S,Outside Northern Harbour,Fixed,0.5m above Seabed,m above Seabed,10.5,NaN,,var00023,Water Quality (PhysChm),8529.2308,yyyy-mm-dd HH:MM:SS,Decimal,Dissolved Oxygen (mg/L),String,382749.000021473,6442650.99996744,10.8501,-10.8501
Cockburn Sound Management Council,CSMC,Cockburn Sound Marine Water Quality Monitoring,CSMC-WQ,CSMC-WQ,mafrl_CS7_Dissolved_Oxygen_Bottom_1985_DATA.csv,data-warehouse/csv/csmc/csmwq-wq,Inactive,-32.170702535,115.762482702,GMT +8,mAHD,CS7,Jervoise Channel south of Southern Harbour,Fixed,0.5m above Seabed,m above Seabed,10.7,NaN,,var00023,Water Quality (PhysChm),10855.3846,yyyy-mm-dd HH:MM:SS,Decimal,Dissolved Oxygen (mg/L),String,383323.000017785,6439972.0000343,11.1732,-11.1732
Cockburn Sound Management Council,CSMC,Cockburn Sound Marine Water Quality Monitoring,CSMC-WQ,CSMC-WQ,mafrl_CS7S_Dissolved_Oxygen_Bottom_1993_DATA.csv,data-warehouse/csv/csmc/csmwq-wq,Inactive,-32.170702535,115.762482702,GMT +8,mAHD,CS7S,Jervoise Channel south of Southern Harbour,Fixed,0.5m above Seabed,m above Seabed,10.7,NaN,,var00023,Water Quality (PhysChm),8529.2308,yyyy-mm-dd HH:MM:SS,Decimal,Dissolved Oxygen (mg/L),String,383323.000017785,6439972.0000343,11.1732,-11.1732
Cockburn Sound Management Council,CSMC,Cockburn Sound Marine Water Quality Monitoring,CSMC-WQ,CSMC-WQ,mafrl_CS8_Dissolved_Oxygen_Bottom_1985_DATA.csv,data-warehouse/csv/csmc/csmwq-wq,Inactive,-32.197565326,115.719832875,GMT +8,mAHD,CS8,Cockburn Sound central basin,Fixed,0.5m above Seabed,m above Seabed,19.9,NaN,,var00023,Water Quality (PhysChm),10855.3846,yyyy-mm-dd HH:MM:SS,Decimal,Dissolved Oxygen (mg/L),String,379337.000023485,6436946.99994679,20.3222,-20.3222
Cockburn Sound Management Council,CSMC,Cockburn Sound Marine Water Quality Monitoring,CSMC-WQ,CSMC-WQ,mafrl_CS8S_Dissolved_Oxygen_Bottom_1993_DATA.csv,data-warehouse/csv/csmc/csmwq-wq,Inactive,-32.197565326,115.719832875,GMT +8,mAHD,CS8S,Cockburn Sound central basin,Fixed,0.5m above Seabed,m above Seabed,19.9,NaN,,var00023,Water Quality (PhysChm),8529.2308,yyyy-mm-dd HH:MM:SS,Decimal,Dissolved Oxygen (mg/L),String,379337.000023485,6436946.99994679,20.3222,-20.3222
Cockburn Sound Management Council,CSMC,Cockburn Sound Marine Water Quality Monitoring,CSMC-WQ,CSMC-WQ,mafrl_CS9_Dissolved_Oxygen_Bottom_1985_DATA.csv,data-warehouse/csv/csmc/csmwq-wq,Inactive,-32.209850521,115.759565504,GMT +8,mAHD,CS9,Kwinana Bulk Terminal (KBB2),Fixed,0.5m above Seabed,m above Seabed,13,NaN,,var00023,Water Quality (PhysChm),10855.3846,yyyy-mm-dd HH:MM:SS,Decimal,Dissolved Oxygen (mg/L),String,383098.000031679,6435628.99999166,12.4997,-12.4997
Cockburn Sound Management Council,CSMC,Cockburn Sound Marine Water Quality Monitoring,CSMC-WQ,CSMC-WQ,mafrl_CS9A_Dissolved_Oxygen_Bottom_2013_DATA.csv,data-warehouse/csv/csmc/csmwq-wq,Inactive,-32.23893373,115.751411901,GMT +8,mAHD,CS9A,Kwinana Bulk Jetty (KBJ),Fixed,0.5m above Seabed,m above Seabed,16.5,NaN,,var00023,Water Quality (PhysChm),10752.0000,yyyy-mm-dd HH:MM:SS,Decimal,Dissolved Oxygen (mg/L),String,382366.999965488,6432396.00004798,16.8257,-16.8257
Cockburn Sound Management Council,CSMC,Cockburn Sound Marine Water Quality Monitoring,CSMC-WQ,CSMC-WQ,mafrl_CS9S_Dissolved_Oxygen_Bottom_1993_DATA.csv,data-warehouse/csv/csmc/csmwq-wq,Inactive,-32.209850521,115.759565504,GMT +8,mAHD,CS9S,Kwinana Bulk Terminal (KBB2),Fixed,0.5m above Seabed,m above Seabed,13,NaN,,var00023,Water Quality (PhysChm),8529.2308,yyyy-mm-dd HH:MM:SS,Decimal,Dissolved Oxygen (mg/L),String,383098.000031679,6435628.99999166,12.4997,-12.4997
Cockburn Sound Management Council,CSMC,Cockburn Sound Marine Water Quality Monitoring,CSMC-WQ,CSMC-WQ,mafrl_CSNC_Dissolved_Oxygen_Bottom_1999_DATA.csv,data-warehouse/csv/csmc/csmwq-wq,Inactive,-32.262401413,115.71417802,GMT +8,mAHD,CSNC,Unknown Sites,Fixed,0.5m above Seabed,m above Seabed,18,NaN,,var00023,Water Quality (PhysChm),11424.0000,yyyy-mm-dd HH:MM:SS,Decimal,Dissolved Oxygen (mg/L),String,378889.999982075,6429753.00000032,18.1561,-18.1561
Cockburn Sound Management Council,CSMC,Cockburn Sound Marine Water Quality Monitoring,CSMC-WQ,CSMC-WQ,mafrl_CSSC_Dissolved_Oxygen_Bottom_1999_DATA.csv,data-warehouse/csv/csmc/csmwq-wq,Inactive,-32.262401413,115.71417802,GMT +8,mAHD,CSSC,Unknown Sites,Fixed,0.5m above Seabed,m above Seabed,18,NaN,,var00023,Water Quality (PhysChm),10710.0000,yyyy-mm-dd HH:MM:SS,Decimal,Dissolved Oxygen (mg/L),String,378889.999982075,6429753.00000032,18.1561,-18.1561
Water Corporation,WCWA,PSDP-1.2,PSDP-1.2,WCWA-PSDP-1.2,WC_Digitised_CT3_Oxygen_2013_bottom,D:\csiem\data-warehouse\csv\wcwa\psdp-1.2\,Inactive,-32.2151,115.7204,GMT +8,mAHD,CT3,CT3,Fixed,0.3m above Seabed,m above Seabed,,NaN,,var00023,Water Quality (PhysChm),10080.0000,dd-mm-yyyy HH:MM:SS,Decimal,Oxygen (mg/L),String,379413.600180034,6435003.77564738,21.0794,-21.0794
Water Corporation,WCWA,PSDP-1.2,PSDP-1.2,WCWA-PSDP-1.2,WC_Digitised_CT7_Oxygen_2013_bottom,D:\csiem\data-warehouse\csv\wcwa\psdp-1.2\,Inactive,-32.1901,115.7103,GMT +8,mAHD,CT7,CT7,Fixed,0.3m above Seabed,m above Seabed,,NaN,,var00023,Water Quality (PhysChm),10080.0000,dd-mm-yyyy HH:MM:SS,Decimal,Oxygen (mg/L),String,378428.479944035,6437763.85200531,21.0830,-21.0830
Water Corporation WA,WCWA,WCWA-PSDP-BMT349,WCWA-PSDP-BMT349,WCWA-PSDP-BMT349,siteD_bot_do_DATA.csv,data-warehouse/csv/wcwa/wcwa-psdp-bmt349,Static,-32.140562438,115.696679975,GMT +8,mAHD,D,Northern Cockburn Sound,Fixed,0.5m above Seabed,m above Seabed,20.0000,NaN,,var00085,Water Quality (PhysChm),5.0021,yyyy-mm-dd HH:MM:SS,Decimal,O2 Saturation (%),String,377077.999787863,6443240.00004681,20.3222,-20.3222
Water Corporation,WCWA,PSDP-1.2,PSDP-1.2,WCWA-PSDP-1.2,WC_Digitised_D10_Oxygen_2013_bottom,D:\csiem\data-warehouse\csv\wcwa\psdp-1.2\,Inactive,-32.2051,115.7243,GMT +8,mAHD,D10,D10,Fixed,0.3m above Seabed,m above Seabed,,NaN,,var00023,Water Quality (PhysChm),10080.0000,dd-mm-yyyy HH:MM:SS,Decimal,Oxygen (mg/L),String,379767.994453661,6436116.72666681,20.4960,-20.4960
Water Corporation,WCWA,PSDP-1.2,PSDP-1.2,WCWA-PSDP-1.2,WC_Digitised_D12_Oxygen_2013_bottom,D:\csiem\data-warehouse\csv\wcwa\psdp-1.2\,Inactive,-32.2101,115.7253,GMT +8,mAHD,D12,D12,Fixed,0.3m above Seabed,m above Seabed,,NaN,,var00023,Water Quality (PhysChm),10080.0000,dd-mm-yyyy HH:MM:SS,Decimal,Oxygen (mg/L),String,379868.822837466,6435563.55470062,20.1530,-20.1530
Water Corporation,WCWA,PSDP-1.2,PSDP-1.2,WCWA-PSDP-1.2,WC_Digitised_D6_Oxygen_2013_bottom,D:\csiem\data-warehouse\csv\wcwa\psdp-1.2\,Inactive,-32.1955,115.7273,GMT +8,mAHD,D6,D6,Fixed,0.3m above Seabed,m above Seabed,,NaN,,var00023,Water Quality (PhysChm),10080.0000,dd-mm-yyyy HH:MM:SS,Decimal,Oxygen (mg/L),String,380038.159114112,6437184.31421403,19.5935,-19.5935
Water Corporation,WCWA,PSDP-1.2,PSDP-1.2,WCWA-PSDP-1.2,WC_Digitised_D8_Oxygen_2013_bottom,D:\csiem\data-warehouse\csv\wcwa\psdp-1.2\,Inactive,-32.2001,115.725,GMT +8,mAHD,D8,D8,Fixed,0.3m above Seabed,m above Seabed,,NaN,,var00023,Water Quality (PhysChm),10080.0000,dd-mm-yyyy HH:MM:SS,Decimal,Oxygen (mg/L),String,379827.398327244,6436671.79927232,19.7112,-19.7112
Cockburn Sound Management Council,CSMC,Cockburn Sound Marine Water Quality Monitoring,CSMC-WQ,CSMC-WQ,mafrl_G1_Dissolved_Oxygen_Bottom_2002_DATA.csv,data-warehouse/csv/csmc/csmwq-wq,Inactive,-32.229518181,115.697969306,GMT +8,mAHD,G1,Changed position from 2004/05 now G1 above,Fixed,0.5m above Seabed,m above Seabed,15,NaN,,var00023,Water Quality (PhysChm),10080.0000,yyyy-mm-dd HH:MM:SS,Decimal,Dissolved Oxygen (mg/L),String,377318.999964339,6433379.99995429,12.0351,-12.0351
Cockburn Sound Management Council,CSMC,Cockburn Sound Marine Water Quality Monitoring,CSMC-WQ,CSMC-WQ,mafrl_G2_Dissolved_Oxygen_Bottom_2002_DATA.csv,data-warehouse/csv/csmc/csmwq-wq,Inactive,-32.198595247,115.684830758,GMT +8,mAHD,G2,Garden Island central HMAS Stirling,Fixed,0.5m above Seabed,m above Seabed,10.2,NaN,,var00023,Water Quality (PhysChm),10080.0000,yyyy-mm-dd HH:MM:SS,Decimal,Dissolved Oxygen (mg/L),String,376039.000031142,6436793.00004194,6.1499,-6.1499
Cockburn Sound Management Council,CSMC,Cockburn Sound Marine Water Quality Monitoring,CSMC-WQ,CSMC-WQ,mafrl_G3_Dissolved_Oxygen_Bottom_2002_DATA.csv,data-warehouse/csv/csmc/csmwq-wq,Inactive,-32.157758192,115.682119854,GMT +8,mAHD,G3,Garden Island north HMAS Stirling,Fixed,0.5m above Seabed,m above Seabed,13.1,NaN,,var00023,Water Quality (PhysChm),10080.0000,yyyy-mm-dd HH:MM:SS,Decimal,Dissolved Oxygen (mg/L),String,375727.999978656,6441316.99996305,9.9554,-9.9554
Department of Primary Industry and Regional Development,DPIRD,Crab Research Program,CRP,DPIRD-CRP,D:\csiem\data-warehouse\csv\dpird\crp\DPIRD_JBM_TEMPERATURE_Fixed_DATA.csv,data-warehouse/csv/dpird/crp,Inactive,-32.189883,115.771252,GMT +8,mAHD,JBM,South Jervois Bay Port Marker,Fixed,1m from Surface,m from Surface,,NaN,,var00007,Water Quality (PhysChm),80.6981,yyyy-mm-dd HH:MM:SS,Decimal,Temperature (C),String,384174.141817666,6437855.1930847,12.8720,-12.8720
Western Australian Marine Science Institution,WAMSI,WAMSI Westport Marine Science Program,WWMSP2.2,WWMSP2.2-Light,D:\csiem\data-warehouse\csv\wamsi\wwmsp2.2_light\wwmsp2_KwinanaShelf_Temperature_DATA.csv,data-warehouse/csv/wamsi/wwmsp2.2_light,Static,-32.19771,115.74725,GMT +8,mAHD,KwinanaShelf,KwinanaShelf,Fixed,0m above Seabed,m above Seabed,4.5,NaN,,var00007,Water Quality (PhysChm),15.0307,yyyy-mm-dd HH:MM:SS,Decimal,Temperature (C),String,381921.58749955,6436961.40540681,4.9707,-4.9707
Western Australian Marine Science Institution,WAMSI,WAMSI Westport Marine Science Program,WWMSP2.2,WWMSP2.2-Light,D:\csiem\data-warehouse\csv\wamsi\wwmsp2.2_light\wwmsp2_KwinanaShelf_shade_Temperature_DATA.csv,data-warehouse/csv/wamsi/wwmsp2.2_light,Static,-32.19771,115.74725,GMT +8,mAHD,KwinanaShelf_shade,KwinanaShelf_shade,Fixed,0m above Seabed,m above Seabed,4.5,NaN,,var00007,Water Quality (PhysChm),17.2337,yyyy-mm-dd HH:MM:SS,Decimal,Temperature (C),String,381921.58749955,6436961.40540681,4.9707,-4.9707
Cockburn Sound Management Council,CSMC,Cockburn Sound Marine Water Quality Monitoring,CSMC-WQ,CSMC-WQ,mafrl_MB_Dissolved_Oxygen_Bottom_2010_DATA.csv,data-warehouse/csv/csmc/csmwq-wq,Inactive,-32.275049132,115.705452395,GMT +8,mAHD,MB,Mangles Bay shallow near shore,Fixed,0.5m above Seabed,m above Seabed,1.3,NaN,,var00023,Water Quality (PhysChm),10752.0000,yyyy-mm-dd HH:MM:SS,Decimal,Dissolved Oxygen (mg/L),String,378084.999991409,6428340.99997165,1.4192,-1.4192
Department of Primary Industry and Regional Development,DPIRD,Crab Research Program,CRP,DPIRD-CRP,D:\csiem\data-warehouse\csv\dpird\crp\DPIRD_MBS_TEMPERATURE_Fixed_DATA.csv,data-warehouse/csv/dpird/crp,Inactive,-32.271208,115.708794,GMT +8,mAHD,MBS,Blue Lagoon Mussels Barge,Fixed,1m from Surface,m from Surface,,NaN,,var00007,Water Quality (PhysChm),59.8950,yyyy-mm-dd HH:MM:SS,Decimal,Temperature (C),String,378394.596384041,6428770.61853282,2.4617,-2.4617
Department of Primary Industry and Regional Development,DPIRD,Crab Research Program,CRP,DPIRD-CRP,D:\csiem\data-warehouse\csv\dpird\crp\DPIRD_NAJ_TEMPERATURE_Fixed_DATA.csv,data-warehouse/csv/dpird/crp,Inactive,-32.175792,115.680434,GMT +8,mAHD,NAJ,Garden Island Navy Ammunition Jetty,Fixed,1m from Surface,m from Surface,,NaN,,var00007,Water Quality (PhysChm),55.7432,yyyy-mm-dd HH:MM:SS,Decimal,Temperature (C),String,375593.533933892,6439315.85635263,11.2277,-11.2277
Cockburn Sound Management Council,CSMC,Cockburn Sound Marine Water Quality Monitoring,CSMC-WQ,CSMC-WQ,mafrl_NC_Dissolved_Oxygen_Bottom_2002_DATA.csv,data-warehouse/csv/csmc/csmwq-wq,Inactive,-32.139401203,115.65297448,GMT +8,mAHD,NC,North Control removed 1/12/2002,Fixed,0.5m above Seabed,m above Seabed,8.3,NaN,,var00023,Water Quality (PhysChm),10080.0000,yyyy-mm-dd HH:MM:SS,Decimal,Dissolved Oxygen (mg/L),String,372953.999958209,6443317.99996821,8.9561,-8.9561
Cockburn Sound Management Council,CSMC,Cockburn Sound Marine Water Quality Monitoring,CSMC-WQ,CSMC-WQ,mafrl_NH3_Dissolved_Oxygen_Bottom_2002_DATA.csv,data-warehouse/csv/csmc/csmwq-wq,Inactive,-32.140023962,115.762557981,GMT +8,mAHD,NH3,Northern Harbour Jervoise Bay,Fixed,0.5m above Seabed,m above Seabed,9.9,NaN,,var00023,Water Quality (PhysChm),10080.0000,yyyy-mm-dd HH:MM:SS,Decimal,Dissolved Oxygen (mg/L),String,383290.999969978,6443373.00001348,5.9675,-5.9675
Integrated Marine Observing System,IMOS,BGC,BGC,IMOS-BGC,imos_nrsrot_bgc_Dissolved_Oxygen_DATA.csv,data-warehouse/csv/imos/bgc,Inactive,-32,115.4167,GMT +8,mAHD,NRSROT_BGC,Rottnest Island,Profile,m from Surface,Water Surface,,NaN,,var00023,Water Quality (PhysChm),9720.0000,yyyy-mm-dd HH:MM:SS,Decimal,Dissolved Oxygen (mg/L),String,350440.443561669,6458469.0837769,45.8595,-45.8595
Integrated Marine Observing System,IMOS,amnmprofile,amnmprofile,IMOS-ANMN-CTD,imos_nrsrot_profile_Dissolved_Oxygen_2010_DATA.csv,data-warehouse/csv/imos/amnmprofile,Inactive,-32,115.4,GMT +8,mAHD,NRSROT_PROFILE,Rottnest Island,Profile,m from Surface,Water Surface,,NaN,,var00023,Water Quality (PhysChm),5.2869,yyyy-mm-dd HH:MM:SS,Decimal,Dissolved Oxygen (mg/L),String,348862.770410445,6458445.85295388,52.7718,-52.7718
Water Corporation,WCWA,PSDP-1.2,PSDP-1.2,WCWA-PSDP-1.2,WC_Digitised_R2_Oxygen_2013_bottom,D:\csiem\data-warehouse\csv\wcwa\psdp-1.2\,Inactive,-32.2041,115.7439,GMT +8,mAHD,R2,R3,Fixed,0.3m above Seabed,m above Seabed,,NaN,,var00023,Water Quality (PhysChm),10080.0000,dd-mm-yyyy HH:MM:SS,Decimal,Oxygen (mg/L),String,381614.087059344,6436249.34105655,14.8748,-14.8748
Water Corporation,WCWA,PSDP-1.2,PSDP-1.2,WCWA-PSDP-1.2,WC_Digitised_S2_Oxygen_2013_bottom,D:\csiem\data-warehouse\csv\wcwa\psdp-1.2\,Inactive,-32.2051,115.7504,GMT +8,mAHD,S2,S2,Fixed,0.3m above Seabed,m above Seabed,,NaN,,var00023,Water Quality (PhysChm),10080.0000,dd-mm-yyyy HH:MM:SS,Decimal,Oxygen (mg/L),String,382228.035369794,6436145.62424864,13.1559,-13.1559
Water Corporation,WCWA,PSDP-1.2,PSDP-1.2,WCWA-PSDP-1.2,WC_Digitised_S3_Oxygen_2013_bottom,D:\csiem\data-warehouse\csv\wcwa\psdp-1.2\,Inactive,-32.2048,115.7467,GMT +8,mAHD,S3,S3,Fixed,0.3m above Seabed,m above Seabed,,NaN,,var00023,Water Quality (PhysChm),10080.0000,dd-mm-yyyy HH:MM:SS,Decimal,Oxygen (mg/L),String,381878.906818747,6436174.82129103,12.9468,-12.9468
Cockburn Sound Management Council,CSMC,Cockburn Sound Marine Water Quality Monitoring,CSMC-WQ,CSMC-WQ,mafrl_SC_Dissolved_Oxygen_Bottom_2002_DATA.csv,data-warehouse/csv/csmc/csmwq-wq,Inactive,-32.254164605,115.684284924,GMT +8,mAHD,SC,South Control removed 1/12/2008,Fixed,0.5m above Seabed,m above Seabed,7.7,NaN,,var00023,Water Quality (PhysChm),10080.0000,yyyy-mm-dd HH:MM:SS,Decimal,Dissolved Oxygen (mg/L),String,376062.999958503,6430632.00003339,7.9017,-7.9017
Cockburn Sound Management Council,CSMC,Cockburn Sound Marine Water Quality Monitoring,CSMC-WQ,CSMC-WQ,mafrl_SF_Dissolved_Oxygen_Bottom_2002_DATA.csv,data-warehouse/csv/csmc/csmwq-wq,Inactive,-32.248231528,115.712530827,GMT +8,mAHD,SF,Southern Flats shallow,Fixed,0.5m above Seabed,m above Seabed,3.5,NaN,,var00023,Water Quality (PhysChm),10080.0000,yyyy-mm-dd HH:MM:SS,Decimal,Dissolved Oxygen (mg/L),String,378716.000003724,6431322.00004971,3.2126,-3.2126
Cockburn Sound Management Council,CSMC,Cockburn Sound Marine Water Quality Monitoring,CSMC-WQ,CSMC-WQ,mafrl_WS4_Dissolved_Oxygen_Bottom_2002_DATA.csv,data-warehouse/csv/csmc/csmwq-wq,Inactive,-32.336946025,115.722166715,GMT +8,mAHD,WS4,Warnbro Sound central basin,Fixed,0.5m above Seabed,m above Seabed,17.3,NaN,,var00023,Water Quality (PhysChm),9990.0000,yyyy-mm-dd HH:MM:SS,Decimal,Dissolved Oxygen (mg/L),String,379740.999998118,6421497.99996643,17.2342,-17.2342
Cockburn Sound Management Council,CSMC,Cockburn Sound Marine Water Quality Monitoring,CSMC-WQ,CSMC-WQ,mafrl_WSSB_Dissolved_Oxygen_Bottom_2002_DATA.csv,data-warehouse/csv/csmc/csmwq-wq,Inactive,-32.308837615,115.708785228,GMT +8,mAHD,WSSB,Warnbro Sound Safety Bay shallow,Fixed,0.5m above Seabed,m above Seabed,2.4,NaN,,var00023,Water Quality (PhysChm),9990.0000,yyyy-mm-dd HH:MM:SS,Decimal,Dissolved Oxygen (mg/L),String,378444.000014753,6424599.00005108,2.9904,-2.9904
Water Corporation,WCWA,PSDP-1.2,PSDP-1.2,WCWA-PSDP-1.2,WC_Digitised_CB_Oxygen_2013_Bottom_bottom,D:\csiem\data-warehouse\csv\wcwa\psdp-1.2\,Inactive,-32.1911,115.7031,GMT +8,mAHD,centralbuoy,Central buoy,Fixed,0.3m above Seabed,m above Seabed,,NaN,,var00023,Water Quality (PhysChm),10080.0000,dd-mm-yyyy HH:MM:SS,Decimal,Oxygen (mg/L),String,377751.070044843,6437644.8305268,21.7623,-21.7623
