fid,OBJECTID,SITE_ID,DEFAULT_SI,DEFAULT__1,DEFAULT__2,OTHER_SITE,AWRC_REF,AQWAB_REF,BOM_REF,TEXT_REF,WIN_SITE_I,SITE_TYPE_,SITE_TYPE,SITE_SUBTY,SITE_SUB_1,SITE_GEO_F,SITE_GEO_1,SITE_CATEG,SITE_CAT_1,ZONE,EASTING,NORTHING,LATITUDE,LONGITUDE,SPHEROID,POSITION_A,CATCH_AREA,SITE_OWNER,OWN_DATA,DEPARTMENT,CURRENTLY_,CURRENTL_1,PUBLISH_EX,INFRA_OWNE,OWN_ASSET,COMMENCE,CEASE,INFRA_COMM,INFRA_CEAS,INFRA_STAT,STATUS_CUR,DISCRETE_S,DISCRETE_E,DISCRETE_F,DISCRETE_L,TS_START,TS_END,TS_FIRST_A,TS_LAST_AV,TS_DATA_MA,TS_DATA__1,DATA_CATEG,VARIABLE_T,PROJECTS,ROUTES,PUB_URL,SITE_DOCS_,SITE_DOC_1,WRL_DRAWPO,WRL_LICENS,TOT_CONSTR,DRILLED_DE,DATE_DRILL,AHD_DATUM,AQUIFERS,AQUIFERS_R,BORE_INLET,CONSTRUCTI,GEOPHYSICA,SUMMARY_LO,LITHOLOGY_,WATER_SUPP,WATER_LEVE,TDS_COND,CATCHMENT,CATCHMENT_,DEPARTME_1,DEPARTME_2,ESTUARY,ESTUARY_ID,GEOGRAPHIC,GEOGRAPH_1,GROUNDWATE,GROUNDWA_1,GROUNDWA_2,GROUNDWA_3,GROUNDWA_4,GROUNDWA_5,LOCAL_GOVT,LOCAL_GO_1,LOCALITY,LOCALITY_I,RAINFALL_D,RAINFALL_1,BASIN,RIVER_BASI,RIVER_BA_1,MAP_SHEET_,MAP_SHEE_1,MINING_TEN,MINING_T_1,SURFACEWAT,SURFACEW_1,SURFACEW_2,SURFACEW_3,DATECREATE,TIMECREATE,USERCREATE,DATEMOD,TIMEMOD,USERMOD,SITE_COMME,DEFAULT__3,PURPOSE_CU,PURPOSE_HI,OTHER_SI_1,DISCRETE_1,STATUS_HIS,TIMEDATE,STAGELAST,STAGEPREVI,TENDENCY
55915,"65127","61470321","61470321",CSWIM 03-17,CSWIM 03-17,"23088432 [WIN_ID]; 61470321 [SITE_REF]","61470321",,,,"23088432",GROUND,Groundwater,BOREW,Bore or Well,GROUND,Ground,GROUND,Groundwater,"50",383568.900000000023283,6445552.099999999627471,-32.120398280000003,115.765768600000001,GDA94,+/-1m,,OWN_DOW,Department of Water,Yes,No,Yes,Yes,DOW,Department of Water,"1498089600000",,22/06/2017,,OPR,Operational,1517926200000.000000000000000,1651673700000.000000000000000,06/02/2018,04/05/2022,"1518566400000","1651622400000",14/02/2018,04/05/2022,MND,Mandurah,"AQUIFER; BOREH; DISCWL; LITH; PROJINF; SITEINF; STRAT; TSARCWL","Time series water levels; Water level (discrete)",WA-G-SEAWATERIN,A21,https://kumina.water.wa.gov.au/waterinformation/WIR/Reports/Publish/61470321/61470321.htm,https://apps.water.local/waterinformation/doclist/docdir.cfm?station=61470321,BorImaProRegSurVis,,,"6","6",22/06/2017,"TOB     : 3.351 mAHD; effective 22/06/2017",Perth-Superficial,,"4.000 to 6.000 mbGL, type: slotted, aptr: 0.50mm",Yes,No,Yes,Yes,,,,_Coastal,"227",Kwinana-Peel,,,,,,Perth,PERT39D2,Cockburn,COCKE970,Cockburn Confined,COCK728F,CITY OF COCKBURN,"4245468",COOGEE,,9 - Central Coast,"9",614 - Murray River,614 - Murray River,"614",SH5014,,,,Cockburn/Kwinana Coastal,COCK9670,Cockburn/Kwinana Coastal,COCK6A5A,1513727999999.999755859375000,"1532",SVR,1647561600000.000000000000000,"1141",OMALLEM,Groundwater monitoring bore to measure and track the changes in depth/elevation of the sea water interface.,AWRC,,,CSWIM 03-17,1651673700000.000000000000000,Operational,,,,
55916,"65128","61470322","61470322",BSWIM 01-17,BSWIM 01-17,"23088446 [WIN_ID]; 61470322 [SITE_REF]","61470322",,,,"23088446",GROUND,Groundwater,BOREW,Bore or Well,GROUND,Ground,GROUND,Groundwater,"50",384933.500000000000000,6439187.599999999627471,-32.177943360000000,115.779466510000006,GDA94,+/-1m,,OWN_DOW,Department of Water,Yes,No,Yes,Yes,DOW,Department of Water,"1498435200000",,26/06/2017,,OPR,Operational,1517493600000.000000000000000,1519130100000.000000000000000,01/02/2018,20/02/2018,"1517443200000","1604534400000",01/02/2018,05/11/2020,WRS,Water Resource Science,"AQUIFER; BOREH; DISCWL; DISCWQ; LITH; PROJINF; SITEINF; STRAT; TSARCWL","Inorganic metals; Inorganic non-metals; Isotope Ratios; Nutrients; Physical; Time series water levels; Water level (discrete)",WA-G-SEAWATERIN,A21,https://kumina.water.wa.gov.au/waterinformation/WIR/Reports/Publish/61470322/61470322.htm,https://apps.water.local/waterinformation/doclist/docdir.cfm?station=61470322,BorImaRegSur,,,"33","36",26/06/2017,"TOB     : 9.263 mAHD; effective 26/06/2017",Perth-Superficial,,"31.000 to 33.000 mbGL, type: slotted, aptr: 0.50mm",Yes,No,Yes,Yes,,,,Bartram Road Catchment,"6",Kwinana-Peel,,,,,,Perth,PERT39D2,Cockburn,COCKE970,Cockburn Confined,COCK728F,CITY OF COCKBURN,"4245468",HENDERSON,,9 - Central Coast,"9",614 - Murray River,614 - Murray River,"614",SH5014,,,,Cockburn/Kwinana Coastal,COCK9670,Cockburn/Kwinana Coastal,COCK6A5A,1513727999999.999755859375000,"1712",SVR,1579219200000.000000000000000,"1128",WARDECH,Groundwater monitoring bore to measure and track the changes in depth/elevation of the sea water interface.,AWRC,,,BSWIM 01-17,1519130100000.000000000000000,Operational,,,,
55917,"65129","61470323","61470323",BSWIM 02-17,BSWIM 02-17,"23088436 [WIN_ID]; 61470323 [SITE_REF]","61470323",,,,"23088436",GROUND,Groundwater,BOREW,Bore or Well,GROUND,Ground,GROUND,Groundwater,"50",385525.200000000011642,6439244.700000001117587,-32.177488750000002,115.785748420000004,GDA94,+/-1m,,OWN_DOW,Department of Water,Yes,No,Yes,Yes,DOW,Department of Water,"1.498608e+12",,28/06/2017,,OPR,Operational,1517575440000.000000000000000,1519128060000.000000000000000,02/02/2018,20/02/2018,"1518566400000","1570406400000",14/02/2018,07/10/2019,WRS,Water Resource Science,"AQUIFER; BOREH; DISCWL; DISCWQ; LITH; PROJINF; SITEINF; STRAT; TSARCWL","Inorganic metals; Inorganic non-metals; Isotope Ratios; Nutrients; Physical; Time series water levels; Water level (discrete)",WA-G-SEAWATERIN,A21,https://kumina.water.wa.gov.au/waterinformation/WIR/Reports/Publish/61470323/61470323.htm,https://apps.water.local/waterinformation/doclist/docdir.cfm?station=61470323,BorImaRegSur,,,"34","36",28/06/2017,"TOB     : 10.402 mAHD; effective 28/06/2017",Perth-Superficial,,"32.000 to 34.000 mbGL, type: slotted, aptr: 0.50mm",Yes,No,Yes,Yes,,,,Bartram Road Catchment,"6",Kwinana-Peel,,,,,,Perth,PERT39D2,Cockburn,COCKE970,Cockburn Confined,COCK728F,CITY OF COCKBURN,"4245468",HENDERSON,,9 - Central Coast,"9",614 - Murray River,614 - Murray River,"614",SH5014,,,,Cockburn/Kwinana Coastal,COCK9670,Cockburn/Kwinana Coastal,COCK6A5A,1513727999999.999755859375000,"1712",SVR,1581033599999.999755859375000,"600",SVR,Groundwater monitoring bore to measure and track the changes in depth/elevation of the sea water interface.,AWRC,,,BSWIM 02-17,1519128060000.000000000000000,Operational,,,,
55918,"65130","61470324","61470324",KSWIM 01-17,KSWIM 01-17,"23088437 [WIN_ID]; 61470324 [SITE_REF]","61470324",,,,"23088437",GROUND,Groundwater,BOREW,Bore or Well,GROUND,Ground,GROUND,Groundwater,"50",383108.599999999976717,6430826.200000001117587,-32.253169810000003,115.759089309999993,GDA94,+/-1m,,OWN_DOW,Department of Water,Yes,No,Yes,Yes,DOW,Department of Water,"1.498176e+12",,23/06/2017,,OPR,Operational,1518084240000.000000000000000,1651053600000.000000000000000,08/02/2018,27/04/2022,"1.518048e+12","1651622400000",08/02/2018,04/05/2022,MND,Mandurah,"AQUIFER; BOREH; DISCWL; DISCWQ; LITH; PROJINF; SITEINF; STRAT; TSARCWL","Inorganic metals; Inorganic non-metals; Isotope Ratios; Nutrients; Physical; Time series water levels; Water level (discrete)",WA-G-SEAWATERIN,"A21; WA01",https://kumina.water.wa.gov.au/waterinformation/WIR/Reports/Publish/61470324/61470324.htm,https://apps.water.local/waterinformation/doclist/docdir.cfm?station=61470324,BorImaProRegSurVis,,,"28","30",23/06/2017,"TOB     : 3.151 mAHD; effective 23/06/2017",Perth-Superficial,,"26.000 to 28.000 mbGL, type: slotted, aptr: 0.50mm",Yes,No,Yes,Yes,,,,_Coastal,"226",Kwinana-Peel,,,,,,Perth,PERT39D2,Cockburn,COCKE970,Wellard,WELL6D8F,CITY OF ROCKINGHAM,"3722151",EAST ROCKINGHAM,,9 - Central Coast,"9",614 - Murray River,614 - Murray River,"614",SH5014,,,,Cockburn/Kwinana Coastal,COCK9670,Cockburn/Kwinana Coastal,COCK6A5A,1513727999999.999755859375000,"1712",SVR,1647561600000.000000000000000,"1157",OMALLEM,Groundwater monitoring bore to measure and track the changes in depth/elevation of the sea water interface.,AWRC,,,KSWIM 01-17,1651053600000.000000000000000,Operational,,,,
55919,"65131","61470325","61470325",Nickel West Bore,Bore,"23088459 [WIN_ID]; 61470325 [SITE_REF]","61470325",,,,"23088459",GROUND,Groundwater,BOREW,Bore or Well,GROUND,Ground,GROUND,Groundwater,"50",383134.500000000000000,6431022.099999999627471,-32.251405630000001,115.759388240000007,GDA94,+/-1m,,OWN_NON,None or unknown,No,No,Yes,Yes,NON,None or unknown,,,,,UNK,Unknown,1518013800000.000000000000000,1518014460000.000000000000000,07/02/2018,07/02/2018,,,,,(),None,"BOREH; DISCWL; DISCWQ; PROJINF; SITEINF","Physical; Water level (discrete)",WA-G-SEAWATERIN,A21,https://kumina.water.wa.gov.au/waterinformation/WIR/Reports/Publish/61470325/61470325.htm,,,,,,,Unknown,,,,,No,No,No,No,,,,_Coastal,"226",Kwinana-Peel,,,,,,Perth,PERT39D2,Cockburn,COCKE970,Wellard,WELL6D8F,CITY OF ROCKINGHAM,"3722151",EAST ROCKINGHAM,,9 - Central Coast,"9",614 - Murray River,614 - Murray River,"614",SH5014,,,,Cockburn/Kwinana Coastal,COCK9670,Cockburn/Kwinana Coastal,COCK6A5A,1513814400000.000000000000000,"1202",SVR,1538092800000.000000000000000,"1000",SVR,,AWRC,,,Nickel West Bore,1518014460000.000000000000000,Unknown,,,,
55939,"65151","61470343","61470343",CSWIM 04-18 D,CSWIM 04-18 D,"23089373 [WIN_ID]; 61470343 [SITE_REF]","61470343",,,,"23089373",GROUND,Groundwater,BOREW,Bore or Well,GROUND,Ground,GROUND,Groundwater,"50",384417.919999999983702,6445397.879999999888241,-32.121876800000003,115.774748310000007,GDA94,+/-1m,,OWN_DOW,Department of Water,Yes,No,Yes,Yes,DOW,Department of Water,"1533945600000",,11/08/2018,,OPR,Operational,1534770600000.000244140625000,1651145340000.000000000000000,20/08/2018,28/04/2022,"1539820800000","1570406400000",18/10/2018,07/10/2019,MND,Mandurah,"AQUIFER; BOREH; DISCWL; DISCWQ; LITH; PROJINF; SITEINF; STRAT; TSARCWL; TSARCWQ","Inorganic metals; Inorganic non-metals; Physical; Time series water levels; Time series water quality; Water level (discrete)",WA-G-SEAWATERIN,WA01,https://kumina.water.wa.gov.au/waterinformation/WIR/Reports/Publish/61470343/61470343.htm,https://apps.water.local/waterinformation/doclist/docdir.cfm?station=61470343,BorImaRegVis,,,"46","47",11/08/2018,"TOHW    : 20.361 mAHD; effective 11/08/2018",Perth-Superficial,,"28.000 to 46.000 mbGL, type: slotted",Yes,No,Yes,Yes,,,,Bartram Road Catchment,"6",Kwinana-Peel,,,,Poole Reserve,,Perth,PERT39D2,Cockburn,COCKE970,Cockburn Confined,COCK728F,CITY OF COCKBURN,"4245468",COOGEE,,9 - Central Coast,"9",614 - Murray River,614 - Murray River,"614",SH5014,,,,Cockburn/Kwinana Coastal,COCK9670,Cockburn/Kwinana Coastal,COCK6A5A,1536624000000.000000000000000,"1455",SVR,1648771200000.000000000000000,"1411",OMALLEM,Dual piezo construction - deep bore. Groundwater monitoring bore to measure and track the changes in depth/elevation of the sea water interface.,AWRC,,,CSWIM 04-18 D,1651145340000.000000000000000,Operational,,,,
55940,"65152","61470344","61470344",CSWIM 04-18 S,CSWIM 04-18 S,"23089379 [WIN_ID]; 61470344 [SITE_REF]","61470344",,,,"23089379",GROUND,Groundwater,BOREW,Bore or Well,GROUND,Ground,GROUND,Groundwater,"50",384417.919999999983702,6445397.879999999888241,-32.121876800000003,115.774748310000007,GDA94,+/-1m,,OWN_DOW,Department of Water,Yes,No,Yes,Yes,DOW,Department of Water,"1533945600000",,11/08/2018,,OPR,Operational,1534776300000.000000000000000,1651671900000.000000000000000,20/08/2018,04/05/2022,"1539820800000","1651622400000",18/10/2018,04/05/2022,MND,Mandurah,"AQUIFER; BOREH; DISCWL; DISCWQ; LITH; PROJINF; SITEINF; STRAT; TSARCWL","Inorganic metals; Inorganic non-metals; Physical; Time series water levels; Water level (discrete)",WA-G-SEAWATERIN,,https://kumina.water.wa.gov.au/waterinformation/WIR/Reports/Publish/61470344/61470344.htm,https://apps.water.local/waterinformation/doclist/docdir.cfm?station=61470344,BorImaProRegVis,,,"24.5","47",11/08/2018,"TOHW    : 20.361 mAHD; effective 11/08/2018",Perth-Superficial,,"18.500 to 24.500 mbGL, type: slotted, aptr: 0.50mm",Yes,No,Yes,Yes,,,,Bartram Road Catchment,"6",Kwinana-Peel,,,,Poole Reserve,,Perth,PERT39D2,Cockburn,COCKE970,Cockburn Confined,COCK728F,CITY OF COCKBURN,"4245468",COOGEE,,9 - Central Coast,"9",614 - Murray River,614 - Murray River,"614",SH5014,,,,Cockburn/Kwinana Coastal,COCK9670,Cockburn/Kwinana Coastal,COCK6A5A,1536796800000.000000000000000,"835",SVR,1647561600000.000000000000000,"1143",OMALLEM,Dual piezo construction - shallow bore. Groundwater monitoring bore to measure and track the changes in depth/elevation of the sea water interface.,AWRC,,,CSWIM 04-18 S,1651671900000.000000000000000,Operational,,,,
55941,"65153","61470345","61470345",CSWIM 05-18,CSWIM 05-18,"23089378 [WIN_ID]; 61470345 [SITE_REF]","61470345",,,,"23089378",GROUND,Groundwater,BOREW,Bore or Well,GROUND,Ground,GROUND,Groundwater,"50",383574.799999999988358,6445529.570000000298023,-32.120602220000002,115.765828400000004,GDA94,+/-1m,,OWN_DOW,Department of Water,Yes,No,Yes,Yes,DOW,Department of Water,"1533686400000",,08/08/2018,,OPR,Operational,1534764000000.000000000000000,1651147020000.000000000000000,20/08/2018,28/04/2022,"1539820800000","1570406400000",18/10/2018,07/10/2019,MND,Mandurah,"AQUIFER; BOREH; DISCWL; DISCWQ; LITH; PROJINF; SITEINF; STRAT; TSARCWL; TSARCWQ","Inorganic metals; Inorganic non-metals; Physical; Time series water levels; Time series water quality; Water level (discrete)",WA-G-SEAWATERIN,WA01,https://kumina.water.wa.gov.au/waterinformation/WIR/Reports/Publish/61470345/61470345.htm,https://apps.water.local/waterinformation/doclist/docdir.cfm?station=61470345,BorImaRegVis,,,"30","30",08/08/2018,"TOHW    : 4.164 mAHD; effective 08/08/2018",Perth-Superficial,,"3.000 to 27.000 mbGL, type: slotted, aptr: 0.50mm",Yes,No,Yes,Yes,,,,_Coastal,"227",Kwinana-Peel,,,,,,Perth,PERT39D2,Cockburn,COCKE970,Cockburn Confined,COCK728F,CITY OF COCKBURN,"4245468",COOGEE,,9 - Central Coast,"9",614 - Murray River,614 - Murray River,"614",SH5014,,,,Cockburn/Kwinana Coastal,COCK9670,Cockburn/Kwinana Coastal,COCK6A5A,1536796800000.000000000000000,"835",SVR,1647561600000.000000000000000,"1142",OMALLEM,Groundwater monitoring bore to measure and track the changes in depth/elevation of the sea water interface.,AWRC,,,CSWIM 05-18,1651147020000.000000000000000,Operational,,,,
55942,"65154","61470346","61470346",BSWIM 03-18 D,BSWIM 03-18 D,"23089380 [WIN_ID]; 61470346 [SITE_REF]","61470346",,,,"23089380",GROUND,Groundwater,BOREW,Bore or Well,GROUND,Ground,GROUND,Groundwater,"50",386154.000000000000000,6439278.633999999612570,-32.177246640000000,115.792420960000001,GDA94,+/-1m,,OWN_DOW,Department of Water,Yes,No,Yes,Yes,DOW,Department of Water,"1534118400000",,13/08/2018,,OPR,Operational,1534784700000.000244140625000,1651072440000.000000000000000,20/08/2018,27/04/2022,"1539820800000","1570406400000",18/10/2018,07/10/2019,MND,Mandurah,"AQUIFER; BOREH; DISCWL; DISCWQ; LITH; PROJINF; SITEINF; STRAT; TSARCWL; TSARCWQ","Inorganic metals; Inorganic non-metals; Physical; Time series water levels; Time series water quality; Water level (discrete)","WA-G-SEAWATERIN; WA-R-HTCINST","WA01; WA04",https://kumina.water.wa.gov.au/waterinformation/WIR/Reports/Publish/61470346/61470346.htm,https://apps.water.local/waterinformation/doclist/docdir.cfm?station=61470346,BorImaRegVis,,,"30","30",13/08/2018,"TOB     : 3.840 mAHD; effective 13/08/2018",Perth-Superficial,,"15.000 to 27.000 mbGL, type: slotted, aptr: 0.50mm",Yes,No,Yes,Yes,,,,Bartram Road Catchment,"6",Kwinana-Peel,,,,,,Perth,PERT39D2,Cockburn,COCKE970,Cockburn Confined,COCK728F,CITY OF COCKBURN,"4245468",HENDERSON,,9 - Central Coast,"9",614 - Murray River,614 - Murray River,"614",SH5014,,,,Cockburn/Kwinana Coastal,COCK9670,Cockburn/Kwinana Coastal,COCK6A5A,1536796800000.000000000000000,"835",SVR,1647561600000.000000000000000,"1145",OMALLEM,Dual piezo construction - deep bore. Groundwater monitoring bore to measure and track the changes in depth/elevation of the sea water interface.,AWRC,,,BSWIM 03-18 D,1651072440000.000000000000000,Operational,,,,
55943,"65155","61470347","61470347",BSWIM 03-18 S,BSWIM 03-18 S,"23089374 [WIN_ID]; 61470347 [SITE_REF]","61470347",,,,"23089374",GROUND,Groundwater,BOREW,Bore or Well,GROUND,Ground,GROUND,Groundwater,"50",386154.000000000000000,6439278.633999999612570,-32.177246640000000,115.792420960000001,GDA94,+/-1m,,OWN_DOW,Department of Water,Yes,No,Yes,Yes,DOW,Department of Water,"1534118400000",,13/08/2018,,OPR,Operational,1534786200000.000000000000000,1651667460000.000244140625000,20/08/2018,04/05/2022,"1539820800000","1651622400000",18/10/2018,04/05/2022,MND,Mandurah,"AQUIFER; BOREH; DISCWL; DISCWQ; LITH; PROJINF; SITEINF; STRAT; TSARCWL","Inorganic metals; Inorganic non-metals; Physical; Time series water levels; Water level (discrete)",WA-G-SEAWATERIN,,https://kumina.water.wa.gov.au/waterinformation/WIR/Reports/Publish/61470347/61470347.htm,https://apps.water.local/waterinformation/doclist/docdir.cfm?station=61470347,BorImaProRegVis,,,"9","30",13/08/2018,"TOB     : 3.840 mAHD; effective 13/08/2018",Perth-Superficial,,"3.000 to 9.000 mbGL, type: slotted, aptr: 0.50mm",Yes,No,Yes,Yes,,,,Bartram Road Catchment,"6",Kwinana-Peel,,,,,,Perth,PERT39D2,Cockburn,COCKE970,Cockburn Confined,COCK728F,CITY OF COCKBURN,"4245468",HENDERSON,,9 - Central Coast,"9",614 - Murray River,614 - Murray River,"614",SH5014,,,,Cockburn/Kwinana Coastal,COCK9670,Cockburn/Kwinana Coastal,COCK6A5A,1536796800000.000000000000000,"845",SVR,1647561600000.000000000000000,"1145",OMALLEM,Dual piezo construction - shallow bore. Groundwater monitoring bore to measure and track the changes in depth/elevation of the sea water interface.,AWRC,,,BSWIM 03-18 S,1651667460000.000244140625000,Operational,,,,
55944,"65156","61470348","61470348",BSWIM 04-18 D,BSWIM 04-18 D,"23089381 [WIN_ID]; 61470348 [SITE_REF]","61470348",,,,"23089381",GROUND,Groundwater,BOREW,Bore or Well,GROUND,Ground,GROUND,Groundwater,"50",385525.370000000053551,6439239.750000000000000,-32.177533529999998,115.785749629999998,GDA94,+/-1m,,OWN_DOW,Department of Water,Yes,No,Yes,Yes,DOW,Department of Water,"1534291200000",,15/08/2018,,OPR,Operational,1534845600000.000000000000000,1651070820000.000000000000000,21/08/2018,27/04/2022,"1539820800000","1570406400000",18/10/2018,07/10/2019,WRS,Water Resource Science,"AQUIFER; BOREH; DISCWL; DISCWQ; LITH; PROJINF; SITEINF; STRAT; TSARCWL; TSARCWQ","Inorganic metals; Inorganic non-metals; Physical; Time series water levels; Time series water quality; Water level (discrete)",WA-G-SEAWATERIN,WA01,https://kumina.water.wa.gov.au/waterinformation/WIR/Reports/Publish/61470348/61470348.htm,https://apps.water.local/waterinformation/doclist/docdir.cfm?station=61470348,BorImaRegVis,,,"35","35",15/08/2018,"TOB     : 10.320 mAHD; effective 15/08/2018",Perth-Superficial,,"17.000 to 33.000 mbGL, type: slotted, aptr: 0.50mm",Yes,No,Yes,Yes,,,,Bartram Road Catchment,"6",Kwinana-Peel,,,,,,Perth,PERT39D2,Cockburn,COCKE970,Cockburn Confined,COCK728F,CITY OF COCKBURN,"4245468",HENDERSON,,9 - Central Coast,"9",614 - Murray River,614 - Murray River,"614",SH5014,,,,Cockburn/Kwinana Coastal,COCK9670,Cockburn/Kwinana Coastal,COCK6A5A,1536796800000.000000000000000,"1415",SVR,1581033599999.999755859375000,"600",SVR,Dual piezo construction - deep bore. Groundwater monitoring bore to measure and track the changes in depth/elevation of the sea water interface.,AWRC,,,BSWIM 04-18 D,1651070820000.000000000000000,Operational,,,,
55945,"65157","61470349","61470349",BSWIM 04-18 S,BSWIM 04-18 S,"23089375 [WIN_ID]; 61470349 [SITE_REF]","61470349",,,,"23089375",GROUND,Groundwater,BOREW,Bore or Well,GROUND,Ground,GROUND,Groundwater,"50",385523.000000000058208,6439236.000000000000000,-32.177566990000003,115.785724040000005,GDA94,+/-1m,,OWN_DOW,Department of Water,Yes,No,No,Yes,DOW,Department of Water,"1534291200000",,15/08/2018,,NFK,Non-Functional--Known reqrmnt,1534852799999.999755859375000,1651068840000.000000000000000,21/08/2018,27/04/2022,"1539820800000","1570406400000",18/10/2018,07/10/2019,MND,Mandurah,"AQUIFER; BOREH; DISCWL; DISCWQ; LITH; PROJINF; SITEINF; STRAT; TSARCWL","Inorganic metals; Inorganic non-metals; Physical; Time series water levels; Water level (discrete)",WA-G-SEAWATERIN,,https://kumina.water.wa.gov.au/waterinformation/WIR/Reports/Publish/61470349/61470349.htm,https://apps.water.local/waterinformation/doclist/docdir.cfm?station=61470349,BorImaRegVis,,,"14","35",15/08/2018,"TOB     : 10.320 mAHD; effective 15/08/2018",Perth-Superficial,,"8.000 to 14.000 mbGL, type: slotted, aptr: 0.50mm",Yes,No,Yes,Yes,,,,Bartram Road Catchment,"6",Kwinana-Peel,,,,,,Perth,PERT39D2,Cockburn,COCKE970,Cockburn Confined,COCK728F,CITY OF COCKBURN,"4245468",HENDERSON,,9 - Central Coast,"9",614 - Murray River,614 - Murray River,"614",SH5014,,,,Cockburn/Kwinana Coastal,COCK9670,Cockburn/Kwinana Coastal,COCK6A5A,1536796800000.000000000000000,"1415",SVR,1647561600000.000000000000000,"1200",OMALLEM,Dual piezo construction - shallow bore. Groundwater monitoring bore to measure and track the changes in depth/elevation of the sea water interface.,AWRC,,,BSWIM 04-18 S,1651068840000.000000000000000,Non-Functional--Known reqrmnt,,,,
55947,"65159","61470350","61470350",VSWIM 01-18 D,VSWIM 01-18 D,"23089376 [WIN_ID]; 61470350 [SITE_REF]","61470350",,,,"23089376",GROUND,Groundwater,BOREW,Bore or Well,GROUND,Ground,GROUND,Groundwater,"50",384734.909999999916181,6435327.620000000111759,-32.212738129999998,115.776894769999998,GDA94,+/-1m,,OWN_DOW,Department of Water,Yes,No,Yes,Yes,DOW,Department of Water,"1534377600000",,16/08/2018,,OPR,Operational,1534863720000.000000000000000,1651065960000.000000000000000,21/08/2018,27/04/2022,"1539820800000","1570492800000",18/10/2018,08/10/2019,MND,Mandurah,"AQUIFER; BOREH; DISCWL; DISCWQ; LITH; PROJINF; SITEINF; STRAT; TSARCWL; TSARCWQ","Inorganic metals; Inorganic non-metals; Physical; Time series water levels; Time series water quality; Water level (discrete)",WA-G-SEAWATERIN,,https://kumina.water.wa.gov.au/waterinformation/WIR/Reports/Publish/61470350/61470350.htm,https://apps.water.local/waterinformation/doclist/docdir.cfm?station=61470350,BorImaRegVis,,,"30","30",16/08/2018,"TOB     : 5.450 mAHD; effective 16/08/2018",Perth-Superficial,,"13.000 to 28.000 mbGL, type: slotted, aptr: 0.50mm",Yes,No,Yes,Yes,,,,_Coastal,"226",Kwinana-Peel,,,,,,Perth,PERT39D2,Cockburn,COCKE970,Valley,VALL688F,CITY OF KWINANA,"4244734",KWINANA BEACH,,9 - Central Coast,"9",614 - Murray River,614 - Murray River,"614",SH5014,,,,Cockburn/Kwinana Coastal,COCK9670,Cockburn/Kwinana Coastal,COCK6A5A,1536796800000.000000000000000,"1415",SVR,1648771200000.000000000000000,"1411",OMALLEM,Dual piezo construction - deep bore. Groundwater monitoring bore to measure and track the changes in depth/elevation of the sea water interface,AWRC,,,VSWIM 01-18 D,1651065960000.000000000000000,Operational,,,,
55948,"65160","61470351","61470351",VSWIM 01-18 S,VSWIM 01-18 S,"23089377 [WIN_ID]; 61470351 [SITE_REF]","61470351",,,,"23089377",GROUND,Groundwater,BOREW,Bore or Well,GROUND,Ground,GROUND,Groundwater,"50",384734.909999999916181,6435327.620000000111759,-32.212738129999998,115.776894769999998,GDA94,+/-1m,,OWN_DOW,Department of Water,Yes,No,Yes,Yes,DOW,Department of Water,"1534377600000",,16/08/2018,,OPR,Operational,1534863600000.000000000000000,1651674900000.000000000000000,21/08/2018,04/05/2022,"1539820800000","1651622400000",18/10/2018,04/05/2022,MND,Mandurah,"AQUIFER; BOREH; DISCWL; DISCWQ; LITH; PROJINF; SITEINF; STRAT; TSARCWL","Inorganic metals; Inorganic non-metals; Physical; Time series water levels; Water level (discrete)",WA-G-SEAWATERIN,WA01,https://kumina.water.wa.gov.au/waterinformation/WIR/Reports/Publish/61470351/61470351.htm,https://apps.water.local/waterinformation/doclist/docdir.cfm?station=61470351,BorImaProRegVis,,,"9","30",16/08/2018,"TOB     : 5.450 mAHD; effective 16/08/2018",Perth-Superficial,,"3.000 to 9.000 mbGL, type: slotted, aptr: 0.50mm",Yes,No,Yes,Yes,,,,_Coastal,"226",Kwinana-Peel,,,,,,Perth,PERT39D2,Cockburn,COCKE970,Valley,VALL688F,CITY OF KWINANA,"4244734",KWINANA BEACH,,9 - Central Coast,"9",614 - Murray River,614 - Murray River,"614",SH5014,,,,Cockburn/Kwinana Coastal,COCK9670,Cockburn/Kwinana Coastal,COCK6A5A,1536796800000.000000000000000,"1415",SVR,1647561600000.000000000000000,"1156",OMALLEM,Dual piezo construction - shallow bore. Groundwater monitoring bore to measure and track the changes in depth/elevation of the sea water interface.,AWRC,,,VSWIM 01-18 S,1651674900000.000000000000000,Operational,,,,
